V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,brix,variety
0.075275384405009,0.069370456525566,0.064641135887247,0.06043109354717,0.057323232488088,0.055987965348409,0.056681036251368,0.058021124444308,0.059117626740258,0.060700798966219,0.06335846289423,0.067402827942782,0.070535880400498,0.072161894318993,0.072394516277128,0.073445510061438,0.077806831288888,0.08337817994532,0.088107983920642,0.091035185520614,0.091783055743776,0.092006815870139,0.094217060193939,0.099629677822087,0.10479182398757,0.108175030858713,0.109530466950687,0.107754664169835,0.106439155708902,0.105707779695983,0.105687608797704,0.105887885133307,0.105866099961799,0.105086383040775,0.103722563579061,0.102191728206267,0.101513861659323,0.103014318670121,0.104692718700521,0.106550473333035,0.108064435572234,0.109267626562356,0.110621522624548,0.112268734593121,0.114042830858656,0.115841181503361,0.117724974770123,0.120130551647796,0.123972388783527,0.12864824318847,0.131443985319699,0.129241134864397,0.12528034702676,0.122071372415989,0.11954754092181,0.117675823107171,0.116334722521506,0.115408983677272,0.114513705358944,0.112746812493047,0.110001218558574,0.106481407490735,0.103186694892503,0.100989475993072,0.099405653707132,0.098315097870275,0.097512943069981,0.096651652007945,0.095314434925022,0.093725507370482,0.09255629558267,0.092302758914736,0.093845366009989,0.097323373799112,0.102589687279937,0.109664866942802,0.118360051676679,0.129041204037702,0.141659417843214,0.154807247214993,0.170421791141044,0.185747264662782,0.1981054996333,0.2109261010828,0.222894973800725,0.233425260307398,0.242282001040828,0.249384912324203,0.255725455321082,0.261981844905493,0.26810024505246,0.272684206723194,0.277219727658918,0.281586114821758,0.285521574194261,0.288937819605408,0.291505899636343,0.293204497849741,0.293686818389991,0.293688214483877,0.293521585955765,0.294223789068897,0.295564696781741,0.297279182408911,0.29920004717047,0.301053696786038,0.30290534077453,0.30580616538058,0.309801348646228,0.313420507642766,0.315209286229347,0.315920705594735,0.316199341691513,0.315960131755302,0.315483820307156,0.315109766775124,0.315208426306731,0.316304468107067,0.31813887023757,0.320540156964417,0.323026270035948,0.32533869772443,0.327566674136129,0.328917856873683,0.32899264512225,0.327157819895798,0.324167357710188,0.32064207156353,0.317074582531057,0.31456530757764,0.3128687794334,0.311898854692962,0.311596329572566,0.311623374604736,0.311967223207528,0.313260249297371,0.315034337833626,0.316452975244658,0.317748594876684,0.318736369923142,0.319246032026641,0.319095146513364,0.318477957637816,0.317456198266372,0.316078953600196,0.313967530460497,0.311107699126584,0.307578239461032,0.304603387763389,0.302995338420432,6.6,A
0.068782629294513,0.062861308998723,0.058300654546776,0.054222138092282,0.050795548320577,0.048966939445847,0.048926700646871,0.049590497866157,0.049976656089848,0.050934043989004,0.052981525431059,0.056495769688508,0.059519999049653,0.061121253687104,0.060856144225692,0.06054781091711,0.063248018065187,0.067623312854516,0.071359550543118,0.073129047589632,0.072671382503297,0.071621402760155,0.072408693270182,0.076522723572707,0.080755129300075,0.083550900952665,0.084429618311482,0.082796461832925,0.081692057602787,0.081002932608363,0.080773349013607,0.080961710939242,0.081132160625858,0.080980148522698,0.080664494617749,0.080503010700438,0.081175877573016,0.084358331770743,0.08764188057642,0.091025873782067,0.094163844713816,0.097143242316903,0.10033097186966,0.103937091328293,0.107668468890018,0.11124050370994,0.114557608743817,0.117862346643887,0.121892208397062,0.126401664701614,0.129356339068299,0.128127875964912,0.125361387982872,0.123018144531118,0.12119246697987,0.119932312874709,0.119095391207776,0.118542300795513,0.117922719175986,0.116422110925686,0.11414578264229,0.111333386364601,0.108683401065956,0.106875704983425,0.105534680965639,0.10451498312664,0.103620025442113,0.102674856985778,0.101425486861126,0.100075204411338,0.099193612304035,0.099185441934631,0.100898154983909,0.104479346217866,0.109826024623148,0.117072026057608,0.125932194274517,0.136666531296247,0.149219996901632,0.162168569580647,0.177197706665402,0.191869385470174,0.203326607067603,0.215016651497058,0.225806746242821,0.235128828202447,0.242751273970009,0.248510436487104,0.253373519040291,0.258144728758174,0.262886918269921,0.266633886044017,0.270335845755896,0.273824949090389,0.27708353542486,0.280089859285079,0.28247733410036,0.284104271248833,0.284611211346118,0.284680294883696,0.284490655822432,0.28493305695961,0.286035290298584,0.287583316996944,0.289346854363663,0.291047623432068,0.292817258455098,0.295747429299274,0.299781348387949,0.303370923660525,0.305241167813851,0.306207637532301,0.306658240886129,0.306531367829365,0.306215114461308,0.306035290017603,0.306231672529528,0.307212932777728,0.30882281338833,0.310946883454205,0.313152398517468,0.315256498709048,0.317320546164342,0.318504255083572,0.318392536424051,0.316471397559245,0.313506069570643,0.310061931915456,0.30657061485159,0.304056010172682,0.302231814555152,0.301095483619843,0.3006710359598,0.300668703470905,0.301011472823733,0.302165192150062,0.303711382980006,0.30484282192729,0.305754799024219,0.306316293405404,0.306444604978178,0.306072619236281,0.30532650374658,0.304266924606527,0.302979780920135,0.301190275647661,0.298807759378039,0.295791523904747,0.293174477464885,0.291659742407026,6.9,A
0.066316686136334,0.060498151742611,0.05523522433763,0.050274370933979,0.046473715148814,0.044478612351271,0.044408643488553,0.044890305610479,0.044987270995737,0.045776916203734,0.048046462291029,0.05121895851049,0.053150398160602,0.053815720402097,0.053137135251192,0.052893943565143,0.05545539014572,0.05905548179952,0.061756882662742,0.06279314249961,0.062273954930964,0.061546969581182,0.062686472107438,0.066623599234924,0.07041252881881,0.072647561923594,0.073146255575019,0.071058247580046,0.069674434990678,0.068847859244542,0.068641444226986,0.068745021258369,0.06871365060763,0.068242882897597,0.067756737313031,0.067960750359307,0.069611828789871,0.073742358098911,0.077877489885386,0.08185910285294,0.085718610912495,0.089636617095544,0.093754905901139,0.098373076100801,0.103294521782319,0.108303135602748,0.113288648416865,0.118386956763263,0.123759819238415,0.129204973936664,0.132946239672178,0.132729345785836,0.131024959271954,0.129280861522325,0.127760771108424,0.126802407850076,0.126454648137116,0.126351570308859,0.126046976326379,0.124687586628656,0.122515281359613,0.119870272114718,0.117526220249525,0.116134838943882,0.115209718699117,0.114530240914615,0.113875088238347,0.11308018534372,0.111909074119815,0.110709889270007,0.110140319667528,0.110484839411969,0.112492533071875,0.116405915663998,0.122244910329243,0.130142640249184,0.139607641845398,0.150812973019561,0.163774737381698,0.176974467175097,0.192036562077795,0.206714922506547,0.218114710802329,0.229641006519429,0.24012620693858,0.249031881418714,0.256247883636319,0.261704958978032,0.266358175349557,0.270958403326268,0.27553795731997,0.279188559676051,0.282809652979455,0.286300403698091,0.289675537061753,0.292751829207446,0.29509336436718,0.296555621401512,0.296817053778648,0.29663664077614,0.2963794869545,0.296819419164474,0.297927603379866,0.299474862740147,0.301262056712389,0.303037384458651,0.304919264109415,0.308021580070679,0.312266773262066,0.31598787289312,0.317820086939755,0.318704278598449,0.319082426696397,0.318884014015244,0.31852455676317,0.318406524651589,0.318719741530088,0.319784666118888,0.321409094469779,0.323575796984181,0.325904803665899,0.328406230870921,0.331021366847946,0.332570633607203,0.332499776049312,0.330318263061388,0.326979101068789,0.32306758220134,0.319053957451429,0.316109226553624,0.313999365754925,0.312718454389773,0.312216944067921,0.312220146699701,0.312732308352086,0.314343621510576,0.316455755077407,0.317892086837413,0.318942181474248,0.31949770990223,0.319493835384786,0.318905019245713,0.317960476724468,0.316759044159231,0.31541769352634,0.313771874011389,0.311660425786222,0.308953356342836,0.306541222416427,0.305040518149012,7.1,A
0.06500413910184,0.059404774659132,0.055290859448301,0.051127137433324,0.047013969475903,0.04447717561947,0.044002209595974,0.044394987943196,0.044416396546577,0.044983202950104,0.046773785222966,0.049596052966371,0.051863787851976,0.052865479840721,0.052215704823243,0.051347348320861,0.053306229169944,0.056671622585612,0.059521012854089,0.060804924186886,0.060076356213762,0.058876882927559,0.059340546159724,0.062809280542311,0.066546005676531,0.069088632951875,0.069952469122138,0.067879502325836,0.066444954696318,0.065511394908677,0.065067444423834,0.065114614449911,0.065291560293769,0.065127024693027,0.064857640435943,0.065099748218662,0.066698106804798,0.071029590705033,0.07537699429179,0.079672468991165,0.083957170850256,0.088499813092725,0.093374004015981,0.098858456170776,0.104655921366298,0.110462078915263,0.116013340198405,0.121286022337827,0.126296600335071,0.131096853076195,0.134466575593769,0.134590966017299,0.133536151050964,0.132562051427335,0.131800690953738,0.131508176128782,0.131706401923685,0.131884263420566,0.131695570643211,0.130320165149979,0.128196846380124,0.125717793024816,0.123546963869559,0.122404316705547,0.121829399039175,0.121313990942595,0.120436417900788,0.119363390918998,0.117972827064538,0.11665726245583,0.116123998182596,0.116698432719042,0.119226764435241,0.123831185923327,0.130528385301406,0.139684259532544,0.150576600416417,0.163124502477912,0.177344883046766,0.191509266919514,0.207068699213149,0.222149503566975,0.233588112940886,0.245052531823107,0.255265170814948,0.263542190963156,0.269948269308096,0.274645016809131,0.278639900507289,0.282552484874974,0.286422010788188,0.289450068637506,0.292480188436676,0.295428490051233,0.298483418071842,0.301465552929705,0.303736633338647,0.305153978785077,0.305526567305673,0.305543611398585,0.305348647295537,0.305762966886126,0.30683193389893,0.308321945727466,0.310051762253195,0.311816011889654,0.313791517289797,0.31715265354202,0.321737611062658,0.325759359760921,0.327669999241606,0.328389617096902,0.328561880711345,0.328135200407068,0.327510912617543,0.327023508817403,0.32696746708802,0.327838999624376,0.329473088404113,0.331865837924796,0.334467836971072,0.337096075810994,0.33946640262227,0.340335689281065,0.339554108600887,0.337027150134456,0.333697355814891,0.330010678808848,0.326209028066691,0.323291306768793,0.321044271185139,0.319478148874499,0.318634049936274,0.318446830003859,0.318879472512259,0.320138584382442,0.321674309415822,0.322515513592044,0.323021198983799,0.323082544548516,0.322671879818315,0.321953680051161,0.320998147031724,0.319784876706074,0.318468399009019,0.316950015972306,0.315066840425877,0.312797622903438,0.310904777064139,0.309893434704874,7.5,A
0.062341660876955,0.05652384694565,0.051341140643529,0.046394273468434,0.042516134806002,0.040592290857968,0.04053574712667,0.040919493793266,0.040875636045078,0.041491373670263,0.043244439630736,0.046150936323738,0.047822001512458,0.047967357314855,0.046613412486498,0.045865399002487,0.048052622113035,0.051245252695291,0.053368970175325,0.053548043929884,0.052584781684902,0.051602975638682,0.052472823461707,0.056049669351919,0.05949173400182,0.061302830983905,0.061288539792518,0.058796425178359,0.057371364771699,0.056742074438362,0.056887521373484,0.057214019831275,0.057336396218768,0.057027929517022,0.056681562393779,0.057008164251792,0.058748066445453,0.062910468362714,0.067109741161822,0.071318753968586,0.075571631293331,0.079883351027147,0.084322949941176,0.089383095679148,0.094948300997308,0.100834741085966,0.106814371237133,0.112877022824612,0.118578370285244,0.123967775684097,0.128046046892491,0.129185739662779,0.129059810767813,0.128409713572733,0.127744881111524,0.127545574482938,0.12784374685706,0.128228095895604,0.128292290520327,0.127109542270448,0.125166044453531,0.122948172578222,0.121086132107798,0.120146893052702,0.119643768424326,0.119229323066205,0.118670253559031,0.117896810737289,0.116686044444607,0.115475596089196,0.115030298627094,0.115628513566865,0.117987774401718,0.122295638270222,0.128632837456032,0.137294220589834,0.147644386223245,0.159754581792493,0.173601506221536,0.187443576454741,0.202669111515658,0.217422521100986,0.228579835248775,0.239736871844725,0.249594376207544,0.257547793114587,0.263790657234877,0.268556836721725,0.272792137169465,0.277153009564041,0.281500194103007,0.284764917138233,0.287829597925781,0.29074744831428,0.29374702895342,0.296667824382247,0.298816939057036,0.300033826352908,0.30020819360522,0.300069282173363,0.300146640413174,0.300946122335624,0.302215648325568,0.30376445798898,0.305472941912739,0.307158766930125,0.30905463841844,0.312358178886855,0.316848892027405,0.320685347421159,0.322368232998953,0.322861808379268,0.322868883495603,0.322456715711281,0.322015664152217,0.32183447216878,0.322104679379728,0.323290067148342,0.325222508864148,0.327967156110937,0.330942733766434,0.333782050624089,0.336101696922184,0.336689119873571,0.335613464301586,0.332939834427343,0.329592341877202,0.325984473272081,0.322293020992497,0.31942176726566,0.317218436271607,0.315852774696812,0.31533537450194,0.315346164121682,0.315801792701875,0.317139845896151,0.31882811666395,0.319619657606989,0.319882210764447,0.319636501379577,0.318924038258566,0.318004362728307,0.31689183559718,0.315493352497069,0.31400704776705,0.3124794639479,0.310786560010672,0.308968611317794,0.307540544688494,0.306878904464184,7.8,A
0.057002856116669,0.051054250214239,0.046961131920596,0.04337547834206,0.040059712781455,0.038238366461626,0.038101413950221,0.038452746907854,0.038088664830696,0.038334873836075,0.039632613644014,0.042273596675458,0.044293008573854,0.045139041963391,0.044477229085075,0.043605847352727,0.045340639958855,0.048514342464458,0.051121994887168,0.052064003178661,0.051264913465509,0.050090502915859,0.050545361002217,0.053745531741781,0.057159669658869,0.059359136669581,0.059989828766564,0.057922357690469,0.056630379048385,0.055893337800511,0.055768142500422,0.056060248695542,0.056409294414323,0.056368580279037,0.056210329414964,0.056544394823155,0.058080462229544,0.06215690543896,0.0663097388431,0.070546556531838,0.074789474083042,0.079105453987701,0.08368003601217,0.089044125266219,0.09493374644631,0.101028269312179,0.106981430812233,0.112694203014541,0.117682781120698,0.122173035838605,0.125572867948648,0.126576930116042,0.126601834834285,0.126458742110486,0.126569791144253,0.127210583480997,0.12819190699226,0.128840001918835,0.12896613956889,0.127831474871561,0.126043145577965,0.124096130827366,0.122530546450218,0.121769943470907,0.121365723421436,0.120923057986236,0.120126811392134,0.119159346331281,0.117904729952574,0.116723098082345,0.116310939433648,0.116965469982382,0.11944945902413,0.12385579566938,0.13021969200533,0.139014261474919,0.149531543851763,0.161622405000744,0.175208051614626,0.188559453153269,0.202843553711238,0.216624968706029,0.226838778565262,0.236986852581849,0.245858813832922,0.252785560100523,0.257932346528979,0.261540146014895,0.264613417797339,0.267782311514228,0.270963591444008,0.273393919949084,0.275795808680294,0.278268547674007,0.280983621121145,0.283702614305655,0.285790071687203,0.287051833421408,0.287298159982111,0.287209701068885,0.287105941231364,0.287571548642493,0.288522930801069,0.289776461387689,0.291229259301513,0.2927665578428,0.294610699568285,0.29783383455133,0.302147916818819,0.305805937545103,0.307453436329725,0.307985501530602,0.307950323491306,0.307401048648275,0.306851235750109,0.306604858311053,0.306667460649845,0.30728653026016,0.308461175413647,0.310507853683737,0.312883385751693,0.315323157788562,0.317308895062966,0.317755405357366,0.316664090824914,0.314069797390386,0.310896193323068,0.307575450098557,0.304236857897856,0.30166486949603,0.29961298855685,0.298248476789148,0.297600025988438,0.297472438535232,0.297788251159281,0.298663539182528,0.299693097327468,0.300073600091538,0.300136689487227,0.299793900310717,0.299043653498684,0.298119723130102,0.296995766050059,0.295622889777984,0.294203367076804,0.292766909028095,0.291133980473903,0.289289350056502,0.287827093334801,0.287160220735008,7.8,A
0.058410387021983,0.052518096577795,0.04773475946303,0.043290986473917,0.039781750913162,0.037971503158958,0.037787015476899,0.037910993463816,0.037366264486279,0.037457896086578,0.038949480488226,0.041430456240507,0.042829534843081,0.042925314528915,0.041661867790089,0.040976361747793,0.042943445801583,0.045792407603748,0.047617517542578,0.047632788967721,0.046816609350083,0.046139019271336,0.047161465044471,0.050362930741972,0.053400355169561,0.05501621919203,0.055067941206629,0.05309297685448,0.052014135764239,0.051501323439245,0.051534246088813,0.051781686604509,0.051942123803888,0.05164803271899,0.051341815922355,0.051734863668282,0.053512594105395,0.057593181459208,0.061685187178451,0.065730922676127,0.069837769949365,0.074050005948921,0.078373376790689,0.083348256390031,0.0888762840183,0.094763215079768,0.100752291536741,0.106846819974185,0.112566415466374,0.117984370101548,0.122289181343344,0.124026977968029,0.124526318998907,0.124187786476949,0.123776040946742,0.123970552469154,0.124644743584142,0.12518958821225,0.125341925320259,0.124336711617334,0.122592738232901,0.12046280289141,0.118599291272753,0.117596576290763,0.117041334611773,0.116601938384895,0.116037585622666,0.115282366203436,0.114139981380874,0.112969266704227,0.112448751283799,0.112940730834471,0.115271230350449,0.119609782155283,0.125975105014649,0.134663109139609,0.145110355798756,0.157429479124886,0.17150291221673,0.185476257488094,0.200681340275106,0.215399333489769,0.226496150304327,0.237529220101877,0.247155498532561,0.254737403657179,0.260592053978065,0.26509803529712,0.26916197936333,0.273236907783703,0.277239944901263,0.280253010342098,0.283219472312378,0.286165483495235,0.289283949321757,0.292216150854149,0.294202000202037,0.295155452830786,0.295064188186479,0.294685372810625,0.294698060904597,0.29545413072192,0.296642196180651,0.298099459521238,0.299772845532183,0.301504046535393,0.303497205011565,0.306899754844077,0.311414090280813,0.315158075911391,0.316685662003225,0.316949555316983,0.316722562060953,0.316114814239473,0.315538815281738,0.315295671606599,0.315562640325844,0.31679108776481,0.318769133657987,0.321581096474301,0.324611179059674,0.327280153217067,0.329231716514941,0.329329973968544,0.327828260745308,0.325040114179644,0.321805976585246,0.318479108430212,0.315145682200751,0.312571299010681,0.310546936331224,0.309266055954096,0.308807694010733,0.308891075549181,0.309377385818449,0.310555213394586,0.311968396357901,0.312402243789878,0.312296589332648,0.311760719365925,0.310841111604536,0.309800819551881,0.308577650548279,0.307106231871125,0.305617898718896,0.304219860622971,0.30274079467563,0.301262823594699,0.300235748351415,0.299958069279617,8.1,A
0.058214209727893,0.052327764354448,0.048059967830892,0.04439840471493,0.041088819619421,0.039316727926483,0.039285108154779,0.039769619837735,0.039550673492704,0.039873012534043,0.040956262810369,0.043408672363592,0.045206305780294,0.045843877795777,0.04526023086764,0.044935524403453,0.047231223126635,0.050768661941347,0.053557257242033,0.05459512832352,0.053727377608412,0.052425466267723,0.052621240450362,0.055886990223174,0.059315062544237,0.061566665397131,0.06219859320478,0.060128073844417,0.05854181512909,0.057491338150062,0.057098633216944,0.057304048944594,0.057472089875238,0.057215873683547,0.05687492908615,0.057040820672737,0.058327163772121,0.061836846552864,0.065435581252534,0.069160573687228,0.072938159600181,0.076852551722334,0.080978635728549,0.085707650615886,0.090816500918141,0.096029925033037,0.101072739838008,0.105911404114474,0.110354371572602,0.11459508676156,0.11805705995572,0.119403424395035,0.119696925976477,0.119341018651312,0.118944397210507,0.118906740290541,0.119318163081689,0.119691210404593,0.119651260962974,0.118398065800458,0.116535567984311,0.114503719046371,0.112713369862145,0.111542116350041,0.110688825344488,0.109925557022938,0.108998455274301,0.108003874168221,0.106833015454671,0.105701706202458,0.105203575405163,0.105675271078758,0.107898264691353,0.111968894922186,0.117885784798663,0.126040988784758,0.135951981120519,0.147752722660347,0.161368115149962,0.175048471534457,0.190146562146328,0.204768100670127,0.215739777055414,0.226609429506561,0.236305595834725,0.244315297338754,0.250696938133742,0.255538718362663,0.259723856433656,0.26378681713105,0.267751864786448,0.270651633629751,0.273450547329636,0.276226416685573,0.279082029950434,0.281747768455362,0.283662120399716,0.284777357056639,0.285037900641644,0.285038606935974,0.28508108437469,0.285674586881675,0.286772339844077,0.288193667160497,0.289787163433329,0.291345335061978,0.293073202160121,0.296101632015306,0.300233768241892,0.303740262336962,0.305264491487101,0.305746531563964,0.305789858638039,0.305402541351323,0.30495124862842,0.304660499310699,0.304666224754733,0.305398257393246,0.306820711317289,0.30903561820705,0.311471956904542,0.313772415456446,0.31554358489929,0.315694706290875,0.314349575554093,0.311663841160673,0.308501524462485,0.305288165787144,0.302083476410636,0.299598456434553,0.297599543000188,0.296221042203974,0.29554872925977,0.295388419447014,0.295664202186378,0.296562626576838,0.297625868177967,0.297884261267935,0.297741963470277,0.297193113942142,0.296246228323774,0.295174784814957,0.293959046184484,0.292559267258221,0.291143156736874,0.289730432744179,0.288205232249095,0.286696786821079,0.285615226069138,0.285249226185471,8.2,A
0.059836342004826,0.053364265168035,0.047931389041919,0.043183567454807,0.039489373402416,0.037416320005966,0.037064427903854,0.037128979127495,0.036673277781572,0.036915051041892,0.038400897213578,0.040717841157225,0.041920002731827,0.042016173940347,0.040910500224467,0.040501815066702,0.042563500859235,0.045352934672797,0.047121015517773,0.047035454275443,0.045928458655211,0.0449080209639,0.04582113857809,0.049233789770612,0.052257595137073,0.053814236293137,0.053831837513556,0.051782095154507,0.050637522357767,0.050096613151257,0.050143757630498,0.050473157153061,0.050610749920801,0.050230195751557,0.049858176217277,0.050164001043864,0.051740846108871,0.055568980978615,0.059459361599919,0.063423813497494,0.067427718925203,0.071509021302078,0.075665338964633,0.080390865943588,0.085667755445458,0.091408675636732,0.097434498900995,0.103741567061201,0.109735720290392,0.115539787126802,0.120404675734693,0.122817304513268,0.123912111040491,0.123694637265272,0.123258217987458,0.123461107618182,0.124202556400027,0.125002506785699,0.125464588088004,0.124720677491998,0.123260110853156,0.121375067526037,0.119631390865794,0.118530232123511,0.117799161975639,0.117282915032785,0.116686066544235,0.115951648334274,0.114921496419922,0.113875642702394,0.113408833217435,0.113818347827565,0.115820603246108,0.119634765554587,0.125320210408683,0.133154838474105,0.142670493203451,0.154023628031029,0.167029897433206,0.179987929835892,0.194376744910394,0.208332180472384,0.218891600992911,0.229364824976555,0.238613810201323,0.246149179388442,0.252169449199579,0.256893835292225,0.261124796657914,0.265375561431149,0.269562186040141,0.272643412669005,0.275482516881595,0.278225252629172,0.281075790645153,0.283780976572524,0.285717385083792,0.286767841013753,0.28683286883385,0.286598001076064,0.286498155449521,0.287127320828039,0.28835192332085,0.289934901166756,0.291659536163216,0.293268300613871,0.294986046802913,0.298039875047608,0.302281885294602,0.30590981664806,0.307423801258467,0.307860321670966,0.307930435269795,0.307685171319973,0.307407038962413,0.307312308601684,0.307541968597371,0.30849297956756,0.310120716396083,0.312602460247554,0.315340977859179,0.317954306949182,0.320100010377608,0.32055259022681,0.319368892503344,0.316708470960278,0.313477917988535,0.31006048950283,0.306590783463285,0.303889438508277,0.301779774471601,0.300463936953323,0.299996355744402,0.300072672176607,0.300555739400654,0.301825588605329,0.303413200750148,0.304064411269512,0.304123999516985,0.303626077520779,0.302664313225848,0.3015732733003,0.300372420462384,0.298946026232639,0.297453113839819,0.296001123118629,0.29454612009961,0.293290997118446,0.292508081044093,0.292402869936792,8.7,A
0.064227621821711,0.056973737274342,0.051618691396067,0.046992864654783,0.0428131733769,0.040281420609068,0.039800887671106,0.040036888542617,0.039658266391305,0.039860550194071,0.040892046452508,0.043387996106816,0.045404662717543,0.046053044069646,0.044882107925629,0.043683042008804,0.045389824922586,0.048415334414269,0.050876430294179,0.051685542587816,0.050442605113144,0.048658219186637,0.04845259974955,0.051586432582005,0.054747114052592,0.056650087811482,0.056997217350963,0.054890662527902,0.053416799486294,0.052451866759458,0.052075906387563,0.052178068698418,0.052363595094146,0.052084584501354,0.051705482327312,0.051726262498205,0.052873885796808,0.056328361207156,0.059939450577156,0.063806905571525,0.067842169389263,0.071996367467312,0.076334527473335,0.081376937457494,0.086953188163628,0.092870194080597,0.098903562958817,0.105003065452402,0.110531541001776,0.115680133379018,0.119962065866476,0.122256819280839,0.123551331768345,0.123962779391282,0.12415655473377,0.124499843112466,0.125189403894999,0.125947098497055,0.126388377828975,0.125588000482412,0.124047374773906,0.122207214971609,0.120663501791852,0.11980321252663,0.119226965003799,0.118658769521138,0.117884498419694,0.117031405828122,0.11599865698836,0.114997669506416,0.11459110503099,0.115068008803158,0.117141452580695,0.121002676414864,0.126718878478957,0.134646113799846,0.144319153070985,0.155973715892773,0.169475721710804,0.183017858985307,0.197964002194673,0.21243277094412,0.223257629710524,0.234016998947622,0.243581203520078,0.251404234206164,0.257636439604955,0.262422477814463,0.266595580310279,0.270745274757473,0.274825563405039,0.277714869457446,0.280295124222247,0.282681921200005,0.285074330205969,0.287443358058211,0.289255117765781,0.290352270836181,0.290554850680246,0.290454291427406,0.290333680987401,0.290851884939154,0.292015596843831,0.293562853767592,0.295199749109194,0.296628488210874,0.298081723758761,0.300820303800713,0.304830195248262,0.308439792883998,0.31005706121449,0.310558790603298,0.310650977030275,0.310385996564076,0.310064349076082,0.309881960479786,0.309976014377204,0.310763306989505,0.312240394600142,0.31443912941787,0.316782713079887,0.31887274853994,0.320545420641749,0.320719542400761,0.319384612723323,0.316686353241789,0.313468020445551,0.310033198829776,0.306504158395573,0.303771269646687,0.301624168210073,0.300148402289322,0.299433908564086,0.299296630915843,0.299591753426279,0.300584891247415,0.301829336257301,0.302276051126752,0.302234800396482,0.301695255313398,0.300728371239056,0.299607240420071,0.298314900158173,0.296802979098471,0.295220493873904,0.293603415738101,0.291933205786229,0.290472341198521,0.289527530116218,0.289323286777873,9.1,A
